sourcecode,latnad27,lonnad27,elevngvd29m,obsgrvless976000mg,itc,otc,faanom,cbanom267,latnad83,lonnad83,elevngvd88m
4687HG77,44.950832,-110.8455,3012.9,3808.66,3.28,10.74,122.76,-201.7,44.9507656,-110.8462705,3014.33
90214176,44.606335,-110.84517,2173.2,3920.31,0.35,0.88,6.89,-236.68,44.606268,-110.8459373,2174.52
764T261,44.127499,-110.845,2207.1,3896.37,0.17,0.89,36.73,-210.8,44.1274311,-110.8457698,2208.39
9021 158,44.650002,-110.845,2103.3,3946.22,0.56,2.65,7.31,-226.46,44.6499351,-110.8457676,2104.59
764 ngs,44.127335,-110.84483,2207.1,3896.4,0.17,0.89,36.77,-210.75,44.1272671,-110.8455998,2208.39
2150 ngs,44.491833,-110.84467,2216.2,3905.21,0.31,1.23,15.4,-232.66,44.4917674,-110.8454368,2217.53
21500125,44.492001,-110.84467,2216.2,3905.22,0.3,1.23,15.4,-232.68,44.4919354,-110.8454368,2217.53
9021OF 4,44.460999,-110.84417,2237.7,3897.21,0.07,1.16,16.82,-233.96,44.460933,-110.844937,2239.04
21500127,44.539501,-110.842,2197.9,3913.21,0.01,0.72,13.45,-233.38,44.539434,-110.8427669,2199.21
2150 ngs,44.539333,-110.84184,2197.9,3913.21,0.01,0.72,13.47,-233.36,44.539266,-110.8426069,2199.21
4687H026,44.346169,-110.84116,2612.1,3811.25,0.13,1.4,56.61,-235.69,44.3461018,-110.8419278,2613.52
26610084,44.029167,-110.84,2327.5,3878.22,1.32,3.92,64.58,-192.23,44.0290986,-110.8407706,2328.88
2661 ngs,44.029167,-110.83984,2327.5,3878.21,1.31,3.92,64.57,-192.25,44.0290986,-110.8406106,2328.88
90214776,44.498665,-110.83933,2216.8,3905.6,0.31,1.19,15.36,-232.81,44.4985997,-110.8400966,2218.13
2150 ngs,44.555332,-110.83916,2195.8,3915.4,0,0.62,13.56,-233.14,44.5552651,-110.8399269,2197.11
21500128,44.555332,-110.83916,2195.8,3915.39,0,0.62,13.55,-233.15,44.5552651,-110.8399269,2197.11
764 ngs,44.579834,-110.83833,2188.5,3918.6,1.27,0.7,12.29,-232.24,44.5797671,-110.839097,2189.82
3502 ngs,44.466667,-110.83334,2245.5,3895.4,0.16,1.12,16.9,-234.7,44.4666015,-110.8341068,2246.84
35020016,44.466667,-110.83334,2245.5,3895.41,0.16,1.12,16.91,-234.69,44.4666015,-110.8341068,2246.84
3578 ngs,44.463333,-110.83167,2244.5,3894.6,0.1,1.12,16.09,-235.46,44.4632675,-110.8324368,2245.84
35781981,44.463333,-110.83167,2244.5,3894.56,0.1,1.12,16.05,-235.5,44.4632675,-110.8324368,2245.84
2150 ngs,44.514332,-110.83134,2210.4,3909.21,0.17,1.05,15.58,-232.16,44.5142652,-110.8321066,2211.74
21500124,44.5145,-110.83134,2210.4,3909.19,0.17,1.05,15.55,-232.19,44.5144332,-110.8321066,2211.74
4687H032,44.387501,-110.83117,2439,3850.33,0.1,0.78,38.62,-235.01,44.3874347,-110.8319373,2440.4
9021A335,44.5145,-110.83067,2211.8,3908.85,0.13,1.04,15.64,-232.31,44.5144332,-110.8314366,2213.14
9021 Z 9,44.597832,-110.8305,2181.1,3919.26,0.11,0.74,9.04,-235.79,44.5977653,-110.831267,2182.42
21500118,44.598667,-110.8305,2179.9,3919.51,0.13,0.75,8.85,-235.82,44.5986003,-110.831267,2181.22
2150 ngs,44.598667,-110.83033,2179.9,3919.5,0.13,0.75,8.84,-235.83,44.5986004,-110.831097,2181.22
4687HG76,44.903835,-110.83033,3030.9,3796.43,3.66,13.2,120.33,-203.3,44.9037687,-110.8310994,3032.32
90214276,44.5835,-110.8295,2183.5,3920.67,0.15,0.72,12.49,-232.59,44.5834334,-110.8302669,2184.82
764C673,44.580002,-110.82917,2188.5,3918.57,0.08,0.67,12.25,-233.51,44.5799354,-110.8299369,2189.82
2150 ngs,44.577835,-110.82883,2185.1,3920.6,0.08,0.68,13.43,-231.94,44.5777684,-110.8295969,2186.42
21500119,44.577835,-110.82883,2185.1,3920.6,0.08,0.68,13.43,-231.94,44.5777684,-110.8295969,2186.42
90214676,44.522667,-110.82867,2207.3,3910.48,0.35,0.93,15.14,-232.19,44.5226003,-110.8294366,2208.63
2150 ngs,44.460335,-110.82784,2244.9,3895.6,0.08,1.15,17.49,-234.1,44.4602697,-110.8286067,2246.24
2150 ngs,44.649834,-110.82784,2091.2,3946.71,1.05,2.21,4.08,-228.28,44.6497675,-110.8286072,2092.49
21500132,44.650002,-110.82784,2091.2,3946.69,1.06,2.22,4.05,-228.29,44.6499355,-110.8286072,2092.49
2150 ngs,44.622334,-110.82667,2179.9,3921.3,0.14,0.68,8.5,-236.23,44.6222675,-110.827437,2181.21
21500129,44.622501,-110.82667,2179.9,3921.35,0.14,0.68,8.53,-236.19,44.6224345,-110.827437,2181.21
2661 ngs,44.033333,-110.82667,2287.8,3887.71,1.88,4.22,61.46,-190.06,44.0332653,-110.8274403,2289.17
26610085,44.033333,-110.82667,2287.8,3887.72,1.88,4.22,61.47,-190.05,44.0332653,-110.8274403,2289.17
4687B200,44.560165,-110.82633,2230.5,3906.64,0.37,0.52,15.06,-235.26,44.5600984,-110.8270967,2231.82
90214576,44.532665,-110.826,2208,3909.23,0.28,0.77,13.2,-234.44,44.5325984,-110.8267666,2209.33
21501245,44.148666,-110.8255,2248.2,3891.18,0.02,0.78,42.29,-210.09,44.1485991,-110.8262692,2249.49
2150 ngs,44.148666,-110.82533,2248.2,3891.21,0.02,0.78,42.32,-210.06,44.1485991,-110.8260992,2249.49
35781980,44.575001,-110.82333,2187.9,3917.76,0.06,0.66,11.71,-234.01,44.5749345,-110.8240967,2189.22
96837389,44.457333,-110.82167,2253,3893.03,0.03,1.13,17.69,-234.87,44.4572679,-110.8224367,2254.35
9021 158,44.652,-110.821,2100,3945.22,0.98,2.16,5.11,-228.36,44.6519337,-110.821767,2101.3
21500120,44.572834,-110.82,2188.2,3918.62,0.07,0.66,12.85,-232.89,44.5727676,-110.8207667,2189.52
4687H025,44.376499,-110.81983,2402.1,3855.73,0.71,0.86,33.65,-235.17,44.376433,-110.8205972,2403.5
2150 ngs,44.572834,-110.81983,2188.2,3918.6,0.08,0.66,12.83,-232.9,44.5727676,-110.8205967,2189.52
9021DA 1,44.573002,-110.81934,2188,3918.32,0.09,0.67,12.48,-233.21,44.5729356,-110.8201067,2189.32
2150 ngs,44.162334,-110.81917,2321.4,3874,0.19,1.04,46.43,-213.71,44.1622675,-110.8199389,2322.71
21501246,44.162498,-110.81917,2321.4,3873.97,0.18,1.04,46.38,-213.76,44.1624315,-110.8199389,2322.71
9021PR10,44.453835,-110.81883,2251.9,3893.07,0.05,1.16,17.7,-234.68,44.4537699,-110.8195967,2253.25
2150 ngs,44.131668,-110.81783,2167.4,3906.71,0.41,1.09,34.46,-208.19,44.1316014,-110.8185992,2168.71
21501306,44.131668,-110.81783,2167.4,3906.73,0.41,1.09,34.48,-208.17,44.1316014,-110.8185992,2168.71
21500123,44.535,-110.817,2213.2,3907.56,0.26,0.8,12.92,-235.29,44.5349336,-110.8177665,2214.54
2150 ngs,44.534832,-110.81683,2213.2,3907.6,0.27,0.8,12.98,-235.22,44.5347656,-110.8175964,2214.54
4687B261,44.509167,-110.8145,2332.3,3881.28,0.86,0.84,25.68,-235.2,44.5091007,-110.8152663,2333.66
2150 ngs,44.416668,-110.81284,2326.8,3874.21,0.06,0.94,25.29,-235.68,44.4166027,-110.8136068,2328.17
21501283,44.416668,-110.81284,2326.8,3874.21,0.06,0.94,25.29,-235.68,44.4166027,-110.8136068,2328.17
90214476,44.543835,-110.80967,2217.7,3905.97,0.04,0.75,11.92,-237.06,44.5437688,-110.8104364,2219.04
4687YHG9,44.319332,-110.80833,2555.4,3824.01,0.03,1.05,54.33,-232.09,44.3192657,-110.8090974,2556.82
2150 ngs,44.633667,-110.80833,2190,3920.9,0.01,0.69,10.18,-235.79,44.633601,-110.8090967,2191.31
21500130,44.633667,-110.80833,2190,3920.85,0.01,0.69,10.13,-235.84,44.633601,-110.8090967,2191.31
26610113,44.001667,-110.8075,2227.5,3891.62,7.96,9.94,49.65,-183.32,44.0016,-110.8082702,2228.9
26610086,44.034168,-110.8075,2270.5,3889.92,1.56,3.29,58.26,-192.57,44.0341012,-110.8082698,2271.86
2661 ngs,44.001667,-110.80733,2227.5,3891.6,7.9,9.93,49.63,-183.41,44.0016,-110.8081002,2228.9
2661 ngs,44.034168,-110.80733,2270.5,3889.9,1.61,3.28,58.24,-192.55,44.0341012,-110.8080998,2271.86
90214376,44.556,-110.80666,2211.4,3908.42,0.44,0.74,11.33,-236.56,44.5559339,-110.8074264,2212.73
9022YS21,44.651501,-110.80634,2103.4,3945.41,1.1,1.89,6.39,-227.6,44.651435,-110.8071067,2104.7
2150 ngs,44.548332,-110.80583,2221.4,3905.21,0.11,0.75,11.89,-237.43,44.5482659,-110.8065963,2222.74
9021F 10,44.446167,-110.8055,2311.8,3881.35,0.15,0.85,25.14,-234.16,44.4461023,-110.8062665,2313.15
21501280,44.446999,-110.805,2311,3881.75,0.1,0.86,25.21,-234.03,44.4469344,-110.8057665,2312.35
2150 ngs,44.446835,-110.80483,2311,3881.8,0.09,0.86,25.28,-233.98,44.4467704,-110.8055965,2312.35
2150 ngs,44.437832,-110.80334,2318.3,3879.9,0.14,0.82,26.44,-233.62,44.4377673,-110.8041065,2319.66
21501285,44.437832,-110.80334,2318.3,3879.92,0.14,0.82,26.46,-233.6,44.4377673,-110.8041065,2319.66
21501284,44.423,-110.802,2328.4,3875.5,0.14,0.85,26.5,-234.66,44.4229352,-110.8027666,2329.77
2150 ngs,44.422832,-110.80183,2328.4,3875.5,0.14,0.85,26.51,-234.65,44.4227672,-110.8025966,2329.77
4687B217,44.574165,-110.80133,2193,3915.68,0.49,0.8,11.27,-234.45,44.5740991,-110.8020963,2194.33
2150 ngs,44.811165,-110.80083,2336.9,3924.3,0.41,1.4,42.78,-218.51,44.8110988,-110.8015975,2338.25
21500216,44.811165,-110.80083,2336.9,3924.28,0.41,1.4,42.76,-218.53,44.8110988,-110.8015975,2338.25
21500131,44.647999,-110.8005,2136,3938.75,0.06,1.28,10.1,-229.2,44.6479332,-110.8012666,2137.3
2150 ngs,44.647835,-110.80033,2136,3938.8,0.06,1.28,10.16,-229.13,44.6477692,-110.8010966,2137.3
21501247,44.194168,-110.8,2470.4,3840.99,0.29,1.33,56.45,-219.94,44.1941026,-110.8007681,2471.78
2150 ngs,44.194168,-110.79984,2470.4,3841,0.26,1.33,56.46,-219.96,44.1941026,-110.8006081,2471.78
2150 ngs,44.215332,-110.79967,2630.7,3806.5,0.09,2.17,69.43,-224.21,44.2152668,-110.8004379,2632.11
21501248,44.2155,-110.79967,2630.7,3806.53,0.09,2.16,69.45,-224.2,44.2154348,-110.8004379,2632.11
2150 ngs,44.536167,-110.79916,2241.8,3901.8,0.09,0.91,15.87,-235.6,44.5361011,-110.7999262,2243.15
21500122,44.536167,-110.79916,2241.8,3901.8,0.09,0.91,15.87,-235.6,44.5361011,-110.7999262,2243.15
90214976,44.436001,-110.7965,2379,3867.49,0.6,0.71,32.9,-233.59,44.4359365,-110.7972664,2380.36
5878 ngs,44.057499,-110.79583,2728.3,3784.92,3.44,5.77,92.2,-205.37,44.0574329,-110.7965994,2729.64
4687 ngs,44.354832,-110.7925,2374.7,3860.6,0.03,0.83,32.03,-234.43,44.3547667,-110.7932668,2376.08
9021 158,44.648834,-110.791,2121.6,3941.53,0.32,1.54,8.36,-228.8,44.6487684,-110.7917663,2122.9
2661 ngs,44.036667,-110.79083,2265.6,3885.4,0.58,2.78,52,-199.77,44.036601,-110.7915994,2266.95
26610087,44.036667,-110.79083,2265.6,3885.42,0.58,2.78,52.02,-199.75,44.036601,-110.7915994,2266.95
764 ngs,44.124832,-110.78833,2197.3,3895.4,0.76,1.39,32.98,-212.36,44.1247667,-110.7890985,2198.62
764T260,44.125,-110.78833,2197.3,3895.37,0.72,1.38,32.94,-212.46,44.1249347,-110.7890985,2198.62
764 ngs,44.438332,-110.78833,2410.1,3861.4,0.34,0.79,36.18,-233.96,44.4382679,-110.7890962,2411.47
4687B343,44.468334,-110.78667,2497.2,3843.4,0.5,1.14,42.31,-237.06,44.4682703,-110.787436,2498.58
2661 ngs,44.011665,-110.78416,2213.5,3900.21,1.51,4.62,53.02,-190.15,44.0115992,-110.7849295,2214.86
26610112,44.011665,-110.78416,2213.5,3900.22,1.51,4.62,53.03,-190.14,44.0115992,-110.7849295,2214.86
4687H030,44.340832,-110.78284,2374.7,3858.73,0.17,0.98,31.43,-234.74,44.3407669,-110.7836067,2376.09
4687H029,44.334667,-110.77683,2446,3842.46,0.34,0.84,37.69,-236.42,44.3346021,-110.7775966,2447.4
9022YS22,44.648834,-110.7765,2132.7,3939.21,0.45,1.5,9.46,-228.85,44.6487688,-110.777266,2134.01
4687B345,44.488167,-110.77583,2557.5,3832.22,0.46,1.39,47.91,-237.98,44.488104,-110.7765958,2558.9
2661 ngs,44.032333,-110.77583,2285.4,3883,0.87,2.49,56.1,-197.89,44.0322677,-110.7765991,2286.73
26610088,44.032501,-110.77583,2285.4,3883.03,0.93,2.5,56.11,-197.8,44.0324357,-110.7765991,2286.73
21501305,44.116665,-110.7755,2188.5,3899.64,2.17,1.81,35.25,-207.28,44.1166003,-110.7762683,2189.82
90215076,44.432499,-110.7755,2394.7,3864.25,0.05,0.79,34.82,-233.9,44.4324353,-110.7762661,2396.09
2150 ngs,44.116665,-110.77534,2188.5,3899.6,2.22,1.81,35.21,-207.27,44.1166003,-110.7761083,2189.82
26610061,44.1325,-110.7725,2297.6,3877.53,0.76,0.68,45.32,-211.94,44.1324355,-110.7732681,2298.91
2661 ngs,44.132332,-110.77233,2297.6,3877.5,0.74,0.68,45.31,-211.98,44.1322675,-110.7730981,2298.91
2150 ngs,44.226334,-110.77216,2656.3,3799.3,0.05,1.83,69.13,-227.75,44.2262701,-110.7729272,2657.72
21501249,44.226334,-110.77216,2656.3,3799.28,0.05,1.83,69.11,-227.77,44.2262701,-110.7729272,2657.72
21500855,44.588665,-110.772,2204.9,3915.36,1.44,0.91,13.31,-232.68,44.5885999,-110.7727658,2206.24
2150 ngs,44.588665,-110.77184,2204.9,3915.4,1.37,0.91,13.35,-232.71,44.5885999,-110.7726058,2206.24
4687B013,44.549,-110.77116,2452.4,3853.08,0.53,1.27,30.88,-243.32,44.5489349,-110.7719257,2453.77
9021 O 9,44.653999,-110.771,2174.6,3931.57,0.15,1.26,14.27,-229.28,44.6539339,-110.7717659,2175.91
21500807,44.653835,-110.7705,2174.4,3932.57,0.13,1.26,15.22,-228.32,44.6537699,-110.7712659,2175.71
2150 ngs,44.653835,-110.77033,2174.4,3932.6,0.13,1.26,15.25,-228.29,44.6537699,-110.7710959,2175.71
2661 ngs,44.132332,-110.76917,2349.7,3867,0.2,0.87,50.86,-212.6,44.1322677,-110.769938,2351.01
26610062,44.1325,-110.76917,2349.7,3867.03,0.2,0.87,50.88,-212.58,44.1324357,-110.769938,2351.01
2661 ngs,44.014168,-110.76833,2182.7,3905.71,1.21,3.97,48.8,-191.88,44.014103,-110.7690991,2184.03
26610111,44.014168,-110.76833,2182.7,3905.72,1.21,3.97,48.81,-191.87,44.014103,-110.7690991,2184.03
21501304,44.105835,-110.7675,2176.3,3903.01,0.89,2.15,35.84,-206.26,44.1057706,-110.7682682,2177.61
2150 ngs,44.105835,-110.76733,2176.3,3903,0.91,2.14,35.83,-206.26,44.1057706,-110.7680982,2177.61
26610089,44.029167,-110.765,2265.6,3888.03,2.24,2.52,55.31,-195.06,44.0291022,-110.7657689,2266.92
2661 ngs,44.029167,-110.76483,2265.6,3888,2.28,2.52,55.28,-195.05,44.0291022,-110.7655989,2266.92
21500215,44.838333,-110.7645,2272.3,3936.22,0.95,1.25,32.34,-221.34,44.8382677,-110.7652667,2273.62
2150 ngs,44.838333,-110.76434,2272.3,3936.21,0.92,1.24,32.33,-221.39,44.8382677,-110.7651067,2273.62
4687B258,44.512501,-110.76366,2505.4,3844.49,0.5,1.12,41.93,-238.38,44.5124361,-110.7644255,2506.81
4687 ngs,44.393166,-110.761,2494.7,3840.53,0.07,0.74,45.47,-234.45,44.3931024,-110.761766,2496.1
9022YS23,44.662167,-110.76083,2177.5,3930.12,4.36,2.06,12.97,-225.89,44.6621022,-110.7615957,2178.82
9021H 10,44.432167,-110.75716,2414.5,3860.06,0.06,0.95,36.76,-234,44.432104,-110.7579258,2415.9
2150 ngs,44.590832,-110.75467,2207.4,3914.6,0.81,0.87,13.12,-233.82,44.5907673,-110.7554355,2208.74
21500854,44.590832,-110.75467,2207.4,3914.57,0.81,0.87,13.09,-233.85,44.5907673,-110.7554355,2208.74
4687 ngs,44.533001,-110.749,2515.2,3842.32,0.22,1.22,40.92,-240.66,44.5329363,-110.7497653,2516.61
26610063,44.1325,-110.7475,2246.1,3886.03,0.55,0.72,37.96,-213.72,44.1324355,-110.7482675,2247.4
9021 158,44.6605,-110.7475,2192.9,3928.21,2.3,1.84,15.96,-226.9,44.6604348,-110.7482654,2194.23
2661 ngs,44.132332,-110.74733,2246.1,3886,0.53,0.72,37.94,-213.76,44.1322675,-110.7480975,2247.4
764 ngs,44.104668,-110.74667,2096.1,3908,5.62,2.39,16.22,-211.94,44.1046036,-110.7474378,2097.39
9021 158,44.676666,-110.74633,2225.2,3924.82,2.03,2.1,21.06,-225.42,44.6766008,-110.7470954,2226.53
2661 ngs,44.000832,-110.74583,2211.3,3895.3,4.51,3.58,48.41,-192.55,44.000768,-110.7465987,2212.59
26610110,44.000832,-110.74583,2211.3,3895.32,4.51,3.58,48.43,-192.53,44.000768,-110.7465987,2212.59
4687HG15,44.321999,-110.7455,2422.2,3844.64,0.41,1.14,33.68,-237.4,44.3219343,-110.746266,2423.6
764C672,44.66,-110.745,2190,3928.97,2.37,1.87,15.87,-226.57,44.6599349,-110.7457653,2191.33
764 ngs,44.659832,-110.74483,2190,3929,2.42,1.86,15.91,-226.48,44.6597669,-110.7455953,2191.33
21500806,44.658669,-110.7445,2198.2,3927.76,2,1.66,17.31,-226.63,44.6586039,-110.7452653,2199.53
21500805,44.704666,-110.7445,2238.8,3925.98,0.24,1.03,23.87,-226.99,44.7046007,-110.7452653,2240.14
2150 ngs,44.658669,-110.74433,2198.2,3927.8,2.1,1.66,17.35,-226.49,44.6586039,-110.7450953,2199.53
2150 ngs,44.704666,-110.74433,2238.8,3926,0.26,1.03,23.89,-226.95,44.7046007,-110.7450953,2240.14
9021 158,44.690334,-110.74416,2238,3923.01,0.49,1.39,21.96,-228.21,44.6902688,-110.7449253,2239.34
4687HG11,44.395168,-110.74284,2472.5,3841.48,0.42,0.77,39.4,-237.66,44.3951035,-110.7436057,2473.9
26610090,44.026669,-110.7425,2256.4,3888.92,0.37,1.99,53.59,-198.15,44.026605,-110.7432684,2257.69
4687B173,44.740002,-110.74233,2292.1,3924.79,0.27,0.74,35.91,-221.17,44.7399366,-110.7430953,2293.43
2661 ngs,44.026669,-110.74233,2256.4,3888.9,0.36,1.99,53.57,-198.18,44.026605,-110.7430984,2257.69
21501250,44.228668,-110.742,2629.2,3803.39,0.08,1.56,64.66,-229.44,44.2286033,-110.7427664,2630.62
2150 ngs,44.228668,-110.74184,2629.2,3803.4,0.08,1.57,64.67,-229.42,44.2286033,-110.7426064,2630.62
764C669,44.779999,-110.74,2308.9,3927.78,0.39,0.9,40.46,-218.22,44.7799337,-110.7407655,2310.22
764 ngs,44.779835,-110.73983,2308.9,3927.8,0.4,0.9,40.49,-218.18,44.7797697,-110.7405955,2310.22
21500810,44.781166,-110.7395,2308.6,3927.76,0.56,0.9,40.24,-218.24,44.7811007,-110.7402655,2309.92
2150 ngs,44.781166,-110.73933,2308.6,3927.8,0.61,0.9,40.28,-218.15,44.7811007,-110.7400955,2309.92
2661 ngs,44.132332,-110.73917,2268.9,3880.5,0.01,0.67,39.47,-215.35,44.1322677,-110.7399373,2270.2
26610064,44.1325,-110.73917,2268.9,3880.53,0.01,0.67,39.48,-215.34,44.1324357,-110.7399373,2270.2
9021 157,44.787498,-110.73833,2293.7,3931.35,0.69,0.99,38.66,-217.93,44.7874327,-110.7390955,2295.02
764 ngs,44.846668,-110.73666,2236.3,3948.1,0.21,1.27,32.37,-218,44.8466029,-110.737426,2237.62
764C670,44.846668,-110.73666,2236.3,3948.07,0.21,1.27,32.34,-218.03,44.8466029,-110.737426,2237.62
9021 157,44.850334,-110.73634,2227.8,3950.65,0.38,1.34,31.97,-217.21,44.8502689,-110.737106,2229.12
9021 157,44.876835,-110.73566,2223.8,3955.48,0.13,1.11,33.17,-216.05,44.87677,-110.7364262,2225.11
2150 ngs,44.712833,-110.73534,2266.2,3926.6,1.07,0.83,32.2,-221.1,44.7127678,-110.7361051,2267.55
21500804,44.713001,-110.73534,2266.2,3926.62,1.11,0.82,32.2,-221.06,44.7129358,-110.7361051,2267.55
90215176,44.434502,-110.73434,2457.1,3850.48,0.26,0.95,40.09,-235.23,44.4344377,-110.7351053,2458.51
5878 ngs,44.435001,-110.73434,2451.8,3850.85,0.34,0.97,38.78,-235.84,44.4349367,-110.7351053,2453.21
9021 157,44.773666,-110.734,2301.8,3928.53,0.96,0.98,39.59,-217.65,44.7736007,-110.7347653,2303.12
9021 157,44.894833,-110.734,2233.8,3956.35,0.05,0.96,35.49,-215.08,44.894768,-110.7347663,2235.1
2150 ngs,44.097832,-110.73383,2143.4,3904.21,0.6,1.19,27.62,-212.05,44.0977681,-110.7345975,2144.68
21501303,44.097832,-110.73383,2143.4,3904.21,0.6,1.19,27.62,-212.05,44.0977681,-110.7345975,2144.68
4687H021,44.688332,-110.73383,2455.1,3874.55,4.03,1.62,40.57,-230.08,44.6882669,-110.7345951,2456.45
2150 ngs,44.435333,-110.73367,2451.8,3851,0.42,0.97,38.9,-235.64,44.4352687,-110.7344353,2453.21
21501279,44.435333,-110.73367,2451.8,3851,0.42,0.97,38.9,-235.64,44.4352687,-110.7344353,2453.21
9021 157,44.807999,-110.73333,2252,3942.33,0.2,1.36,34.94,-217.11,44.8079338,-110.7340955,2253.32
3578 ngs,44.874832,-110.73333,2249.1,3940.3,0.05,0.96,25.96,-226.31,44.874767,-110.7340961,2250.41
35781631,44.875,-110.73333,2249.1,3940.26,0.05,0.96,25.91,-226.37,44.874935,-110.7340961,2250.41
2150 ngs,44.894165,-110.73333,2233.6,3956.6,0.06,0.96,35.74,-214.79,44.8941001,-110.7340963,2234.9
21500813,44.894165,-110.73333,2233.6,3956.58,0.06,0.96,35.72,-214.81,44.8941001,-110.7340963,2234.9
9683157,44.933334,-110.73333,2231,3958.11,0.07,1.38,32.9,-216.91,44.9332692,-110.7340966,2232.3
21500814,44.920334,-110.733,2215.6,3959.9,0.05,1.22,31.12,-217.15,44.9202691,-110.7337665,2216.9
2150 ngs,44.771332,-110.73283,2295.4,3929.1,1.07,1.03,38.4,-217.96,44.7712667,-110.7335952,2296.72
2150 ngs,44.920334,-110.73283,2215.6,3959.9,0.05,1.22,31.12,-217.15,44.9202691,-110.7335965,2216.9
21500812,44.842999,-110.7325,2235.7,3948.15,0.75,1.35,32.57,-217.12,44.8429339,-110.7332658,2237.02
2150 ngs,44.842834,-110.73233,2235.7,3948.1,0.81,1.35,32.53,-217.09,44.8427689,-110.7330958,2237.02
764 ngs,44.449833,-110.73167,2518,3838,0.96,0.85,44.99,-236.53,44.4497688,-110.7324352,2519.41
764C676,44.450001,-110.73167,2518,3837.97,0.84,0.85,44.94,-236.69,44.4499368,-110.7324352,2519.41
2661 ngs,44.001667,-110.73167,2134.8,3911.4,1.09,3.32,40.86,-195.23,44.0016036,-110.7324383,2136.07
26610109,44.001667,-110.73167,2134.8,3911.42,1.09,3.32,40.88,-195.21,44.0016036,-110.7324383,2136.07
2150 ngs,44.596832,-110.73116,2224.1,3912.4,0.54,0.74,15.53,-233.68,44.5967674,-110.731925,2225.43
21500853,44.597,-110.73116,2224.1,3912.39,0.55,0.74,15.5,-233.7,44.5969354,-110.731925,2225.43
9021 275,44.715,-110.73067,2268.9,3927.66,1,0.83,33.89,-219.77,44.7149348,-110.731435,2270.25
764C671,44.935001,-110.73,2209.2,3963.17,0.97,1.54,31.09,-215.22,44.9349362,-110.7307665,2210.49
764 ngs,44.934834,-110.72984,2209.2,3963.21,0.93,1.54,31.15,-215.21,44.9347692,-110.7306065,2210.49
4687HG34,44.638168,-110.72967,2313.4,3901.21,0.54,0.6,28.11,-231.22,44.6381032,-110.730435,2314.73
2661 ngs,44.132332,-110.72916,2235.4,3886.9,0.13,0.72,35.54,-215.36,44.1322681,-110.729927,2236.69
26610065,44.1325,-110.72916,2235.4,3886.92,0.13,0.72,35.55,-215.36,44.1324361,-110.729927,2236.69
2661 ngs,44.021667,-110.72916,2149.8,3909.1,0.21,2.12,41.38,-198.47,44.0216036,-110.729928,2151.08
26610091,44.021667,-110.72916,2149.8,3909.12,0.21,2.12,41.4,-198.45,44.0216036,-110.729928,2151.08
9021 157,44.834,-110.72884,2243.1,3945.08,0.28,1.46,32.59,-218.28,44.8339349,-110.7296056,2244.42
2150 ngs,44.820335,-110.72633,2250,3941.9,0.84,1.63,32.77,-218.14,44.8202699,-110.7270954,2251.33
21500811,44.820499,-110.72633,2250,3941.9,0.82,1.63,32.76,-218.18,44.8204339,-110.7270954,2251.33
9021 375,44.933334,-110.72617,2211.9,3962.78,0.65,1.54,31.68,-215.25,44.9332692,-110.7269363,2213.19
2661 ngs,44.039833,-110.72583,2063.5,3922,0.39,2.93,26.04,-203.16,44.0397696,-110.7265978,2064.78
26610056,44.040001,-110.72583,2063.5,3922.03,0.38,2.93,26.05,-203.16,44.0399376,-110.7265978,2064.78
2150 ngs,44.933834,-110.72533,2210.1,3963.21,0.82,1.58,31.52,-215.01,44.9337692,-110.7260963,2211.39
9021 157,44.753166,-110.72334,2291.6,3929.03,0.6,0.8,38.8,-217.83,44.7531008,-110.7241048,2292.91
4687B169,44.730335,-110.722,2271.3,3931.64,0.18,0.73,37.23,-217.63,44.7302698,-110.7227648,2272.63
26610092,44.009167,-110.72,2072.3,3924.62,0.3,2.62,34.14,-196.44,44.009104,-110.7207679,2073.56
2661 ngs,44.009167,-110.71983,2072.3,3924.6,0.31,2.6,34.12,-196.47,44.009104,-110.7205979,2073.56
2661 ngs,44.035831,-110.71917,2063.2,3923.5,0.08,2.56,27.81,-202.04,44.0357679,-110.7199376,2064.48
26610055,44.035831,-110.71917,2063.2,3923.53,0.08,2.56,27.84,-202.01,44.0357679,-110.7199376,2064.48
9021K 10,44.442165,-110.7175,2518.5,3837.04,0.32,0.89,44.88,-237.3,44.4421012,-110.718265,2519.91
2150 ngs,44.442165,-110.71716,2517.6,3837.6,0.29,0.89,45.16,-236.94,44.4421012,-110.717925,2519.01
21501278,44.442165,-110.71716,2517.6,3837.61,0.29,0.89,45.17,-236.93,44.4421012,-110.717925,2519.01
2661 ngs,44.043335,-110.71667,2063.2,3918.9,1.78,2.61,22.53,-205.57,44.043272,-110.7174375,2064.48
26610057,44.043335,-110.71667,2063.2,3918.92,1.78,2.61,22.55,-205.55,44.043272,-110.7174375,2064.48
2661 ngs,44.053333,-110.71584,2065,3917.6,0.78,2.55,20.88,-208.48,44.0532699,-110.7166074,2066.28
26610058,44.053333,-110.71584,2065,3917.62,0.78,2.55,20.9,-208.46,44.0532699,-110.7166074,2066.28
4687HG30,44.481167,-110.71416,2595.6,3822.86,0.34,1.11,50.92,-239.62,44.4811033,-110.7149249,2597.03
4687B150,44.745834,-110.71367,2320.7,3923.01,0.1,0.61,42.41,-218.17,44.7457688,-110.7144346,2322.01
